file,date,time,zip code,subspecies,health,pollen_carrying,caste,City,State,Country,is_healthy
041_022.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_023.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_037.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_021.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_035.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_008.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_034.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_020.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_047.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_053.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_052.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_046.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_050.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_044.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_045.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_051.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_055.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_041.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_069.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_068.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_040.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_042.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_056.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_057.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
041_043.png,8/28/18,16:07,77511,-1,hive being robbed,False,worker,Alvin,TX,USA,0
017_029.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_015.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_001.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_000.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_014.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_028.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_002.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_016.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_017.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_003.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_007.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_012.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_006.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_010.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_004.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_038.png,8/6/18,13:21,95070,Italian honey bee,healthy,True,worker,Saratoga,CA,USA,1
017_039.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_005.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_011.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_076.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_062.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_089.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_102.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_116.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_117.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_088.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_063.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_077.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_049.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_061.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_075.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_129.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_115.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_101.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_100.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_114.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_128.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_074.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_060.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_048.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_064.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_070.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_058.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_110.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_104.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_105.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_111.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_059.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_071.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_073.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_067.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_098.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_107.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_113.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_106.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_099.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_066.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_072.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_057.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_043.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_094.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_123.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_122.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_081.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_095.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_042.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_056.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_068.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_054.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_083.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_097.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_108.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_120.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_121.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_109.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_096.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_082.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_055.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_041.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_069.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_045.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_051.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_079.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_086.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_092.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_131.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_125.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_119.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_118.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_124.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_093.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_087.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_078.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_050.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_044.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_052.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_046.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_091.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_085.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_126.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_132.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_127.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_084.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_090.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_047.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_053.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_008.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_034.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_020.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_021.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_035.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_009.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_023.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_037.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_036.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_022.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_026.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_032.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_033.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_027.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_025.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_019.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_018.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
017_030.png,8/6/18,13:21,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_169.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_141.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_155.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_182.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_196.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_009.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_035.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_021.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_237.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_223.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_222.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_236.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_020.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_034.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_197.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_183.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_154.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_156.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_195.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_181.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_036.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_208.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_220.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_234.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_235.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_221.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_209.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_037.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_180.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_194.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_143.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_157.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_153.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_147.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_190.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_184.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_225.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_231.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_218.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_230.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_185.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_191.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_146.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_152.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_144.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_178.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_187.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_193.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_232.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_227.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_233.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_192.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_186.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_179.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_151.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_145.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_122.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_136.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_095.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_081.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_268.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_254.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_240.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_283.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_282.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_241.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_255.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_269.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_094.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_137.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_123.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_109.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_135.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_121.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_243.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_257.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_280.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_281.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_256.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_242.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_120.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_134.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_130.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
003_124.png,7/2/18,13:57,95070,Italian honey bee,healthy,False,worker,Saratoga,CA,USA,1
